4
 
C1s
 ,1,2,3,4
395.4000,3587.5000,3400.0000,3350.0000,3212.5000
395.3000,3218.7500,3031.2500,2962.5000,2612.5000
395.2000,2925.0000,3012.5000,2812.5000,3006.2500
395.1000,2881.2500,2793.7500,2756.2500,2643.7500
395.0000,2693.7500,2981.2500,2725.0000,2618.7500
394.9000,2675.0000,2375.0000,2531.2500,2918.7500
394.8000,2525.0000,2500.0000,2587.5000,2493.7500
394.7000,2706.2500,2637.5000,2350.0000,2643.7500
394.6000,2318.7500,2600.0000,2350.0000,2512.5000
394.5000,2506.2500,2556.2500,2456.2500,2687.5000
394.4000,2593.7500,2618.7500,2331.2500,2400.0000
394.3000,2531.2500,2512.5000,2525.0000,2462.5000
394.2000,2618.7500,2543.7500,2281.2500,2312.5000
394.1000,2425.0000,2368.7500,2600.0000,2500.0000
394.0000,2512.5000,2456.2500,2250.0000,2181.2500
393.9000,2150.0000,2312.5000,2350.0000,2418.7500
393.8000,2468.7500,2218.7500,2250.0000,2306.2500
393.7000,2306.2500,2331.2500,2300.0000,2393.7500
393.6000,2331.2500,2068.7500,2243.7500,2443.7500
393.5000,2337.5000,2450.0000,2156.2500,2425.0000
393.4000,2150.0000,2243.7500,2287.5000,2300.0000
393.3000,2250.0000,2375.0000,2406.2500,2250.0000
393.2000,2156.2500,2118.7500,2193.7500,2243.7500
393.1000,2306.2500,2437.5000,2231.2500,2418.7500
393.0000,2331.2500,2256.2500,2393.7500,2068.7500
392.9000,2362.5000,2231.2500,2325.0000,2225.0000
392.8000,2281.2500,2400.0000,2206.2500,2225.0000
392.7000,2362.5000,2175.0000,2181.2500,2162.5000
392.6000,2262.5000,2400.0000,2193.7500,2168.7500
392.5000,2318.7500,2218.7500,2200.0000,2275.0000
392.4000,2243.7500,2325.0000,2343.7500,2150.0000
392.3000,2525.0000,2256.2500,2262.5000,2393.7500
392.2000,2187.5000,2006.2500,2118.7500,2343.7500
392.1000,2331.2500,2218.7500,2137.5000,2331.2500
392.0000,2381.2500,2218.7500,2068.7500,2318.7500
391.9000,2562.5000,2218.7500,2387.5000,2406.2500
391.8000,2343.7500,2318.7500,2125.0000,2387.5000
391.7000,2225.0000,2225.0000,2362.5000,2181.2500
391.6000,2381.2500,2381.2500,2275.0000,2287.5000
391.5000,2175.0000,2206.2500,2287.5000,2225.0000
391.4000,2175.0000,2043.7500,1981.2500,2243.7500
391.3000,2281.2500,2312.5000,2150.0000,2200.0000
391.2000,2531.2500,2231.2500,2331.2500,2212.5000
391.1000,2281.2500,2300.0000,2106.2500,2081.2500
391.0000,2337.5000,2225.0000,2212.5000,2175.0000

4
 
O1s
 ,1,2,3,4
543.0000,16262.5000,16906.2500,16475.0000,17037.5000
542.9000,16325.0000,17643.7500,16531.2500,16925.0000
542.8000,16181.2500,17193.7500,17043.7500,16975.0000
542.7000,15956.2500,17431.2500,16693.7500,17031.2500
542.6000,16525.0000,17262.5000,16993.7500,17381.2500
542.5000,15718.7500,17037.5000,16875.0000,17062.5000
542.4000,16562.5000,17456.2500,16918.7500,17500.0000
542.3000,16525.0000,17268.7500,16793.7500,17356.2500
542.2000,16868.7500,17381.2500,16262.5000,17493.7500
542.1000,16293.7500,17156.2500,16318.7500,16912.5000
542.0000,16356.2500,17418.7500,16812.5000,17618.7500
541.9000,15968.7500,17050.0000,16912.5000,16937.5000
541.8000,16006.2500,17362.5000,17062.5000,17656.2500
541.7000,15793.7500,16518.7500,16975.0000,17456.2500
541.6000,16743.7500,17837.5000,16693.7500,16962.5000
541.5000,15762.5000,16818.7500,16506.2500,17306.2500
541.4000,16000.0000,17337.5000,16493.7500,16643.7500
541.3000,16393.7500,16881.2500,16625.0000,17175.0000
541.2000,16118.7500,16962.5000,16431.2500,16925.0000
541.1000,16081.2500,17187.5000,16093.7500,17018.7500
541.0000,16181.2500,17350.0000,17175.0000,16881.2500
540.9000,15900.0000,16912.5000,16456.2500,17125.0000
540.8000,16206.2500,17318.7500,17181.2500,16800.0000
540.7000,15468.7500,17712.5000,16681.2500,17631.2500
540.6000,16625.0000,17200.0000,16662.5000,16818.7500
540.5000,15993.7500,16968.7500,16625.0000,17218.7500
540.4000,15675.0000,17062.5000,17162.5000,16962.5000
